DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CY,2017,144,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CY,2018,132,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CY,2019,176,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CY,2020,136,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2008,5397,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2009,4756,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2010,4786,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2011,5264,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2012,5240,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2013,5378,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2014,5199,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2015,5229,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2016,5050,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2017,4767,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2018,4967,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2019,4684,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,CZ,2020,3892,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2008,518499,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2009,149301,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2010,142903,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2011,139091,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2012,136077,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2013,127869,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2014,125752,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2015,127395,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2016,140033,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2017,137058,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2018,136727,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2019,133084,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DE,2020,130453,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2008,1663,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2009,1603,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2010,1753,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2011,1696,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2012,1657,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2013,1503,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2014,1533,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2015,1460,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2016,1733,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2017,1904,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2018,1857,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2019,1968,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,DK,2020,1871,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2008,140,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2009,106,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2010,103,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2011,104,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2012,99,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2013,99,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2014,77,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2015,98,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2016,93,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2017,76,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2018,90,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2019,78,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EE,2020,77,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2008,430,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2009,477,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2010,1101,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2011,1425,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2012,1692,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2013,1610,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2014,1459,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2015,1624,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2016,1515,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2017,1510,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2018,1587,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2019,1605,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,EL,2020,1285,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2008,72803,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2009,80910,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2010,25077,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2011,18290,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2012,17353,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2013,16701,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2014,16776,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2015,29056,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2016,17331,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2017,18086,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2018,18292,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2019,20057,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ES,2020,16002,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2008,2228,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2009,2083,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2010,1974,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2011,2035,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2012,1856,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2013,1791,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2014,1645,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2015,1563,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2016,1592,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2017,1581,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2018,1609,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2019,1584,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FI,2020,1754,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2008,187937,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2009,220126,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2010,231909.06,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2011,231306.5,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2012,231733.31,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2013,233304,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2014,237916,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2015,242185,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2016,247510,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2017,258880,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2018,279235,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2019,302650,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,FR,2020,300030,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2008,1128,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2009,1059,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2010,986,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2011,873,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2012,903,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2013,823,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2014,766,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2015,804,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2016,790,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2017,798,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2018,733,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2019,736,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HR,2020,743,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2008,12757,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2009,12787,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2010,14569,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2011,14212,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2012,13973,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2013,13377,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2014,13475,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,HU,2015,12472,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2008,3843,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2009,3718,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2010,3681,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2011,3541,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2012,3213,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2013,3071,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2014,3163,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2015,3516,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2016,3638,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2017,4101,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2018,4550,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2019,5039,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IE,2020,4243,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2008,77,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2009,79,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2010,57,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2011,60,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2012,74,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2013,92,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2014,101,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2015,85,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2016,74,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2017,103,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2018,122,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2019,97,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IS,2020,132,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2008,65791,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2009,65611,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2010,64866,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2011,68500,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2012,69527,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2013,66317,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2014,67004,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2015,65072,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2016,64133,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2017,65906,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2018,66358,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2019,65882,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,IT,2020,54535,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2008,88,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2009,90,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2010,77,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2011,78,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2012,69,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2013,103,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2014,120,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2015,81,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2016,71,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2017,83,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2018,79,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2019,76,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LI,2020,86,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2008,251,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2009,220,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2010,245,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2011,206,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2012,178,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2013,211,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2014,204,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2015,214,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2016,216,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2017,178,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2018,185,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2019,152,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LT,2020,150,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2008,2317,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2009,2350,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2010,596,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2011,681,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2012,677,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2013,713,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2014,728,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2015,608,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2016,569,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2017,585,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2018,611,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2019,637,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LU,2020,486,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2008,1346,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2009,1215,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2010,1226,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2011,1161,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2012,1325,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2013,458,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2014,569,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2015,534,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2016,657,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2017,657,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2018,646,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2019,639,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,LV,2020,596,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2008,196,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2009,186,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2010,193,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2011,161,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2012,168,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2013,173,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2014,129,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2015,140,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2016,128,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2017,147,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2018,153,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2019,115,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,ME,2020,129,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2008,213,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2009,228,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2010,248,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2011,239,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2012,211,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2013,216,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2014,213,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2015,154,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2016,173,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MK,2017,148,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MT,2008,196,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MT,2009,173,
ESTAT:CRIM_OFF_CAT(1.0),08/06/22 11:00:00,A,ICCS02011,NR,MT,2010,180,
