DATAFLOW,LAST UPDATE,freq,indic_il,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,AT,2017,27.9,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,AT,2018,26.8,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,AT,2019,27.5,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,AT,2020,27.0,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,AT,2021,26.7,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,1995,29,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,1996,28,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,1997,27,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,1998,27,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,1999,29,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2000,30,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2001,28,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2003,28.3,b
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2004,26.1,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2005,28.0,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2006,27.8,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2007,26.3,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2008,27.5,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2009,26.4,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2010,26.6,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2011,26.3,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2012,26.5,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2013,25.9,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2014,25.9,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2015,26.2,
ESTAT:ILC_DI12(1.0),20/06/22 23:00:00,A,GINI_HND,BE,2016,26.3,
