DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2013,13.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2014,14.2,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2015,15.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2016,15.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2017,15.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2018,15.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2019,16.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RO,2020,16.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2011,15.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2012,15.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2013,16.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2014,17.7,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2015,18.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2016,19.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2017,19.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2018,20.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2019,20.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,RS,2020,21.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2011,29.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2012,30.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2013,31.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2014,32.8,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2015,34.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2016,35.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2017,36.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2018,37.1,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2019,37.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SE,2020,38.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2011,21.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2012,23.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2013,24.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2014,25.1,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2015,26.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2016,27.2,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2017,28.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2018,28.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2019,29.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SI,2020,31.5,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2011,16.4,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2012,17.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2013,17.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2014,18.1,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2015,18.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2016,19.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2017,20.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2018,22.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2019,23.1,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,SK,2020,23.9,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2011,11.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2012,12.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2013,13.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2014,13.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2015,14.8,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2016,16.0,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2017,16.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2018,17.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2019,18.4,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,TR,2020,19.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2011,33.2,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2012,34.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2013,35.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2014,36.6,b
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2015,37.6,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2016,38.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2017,38.7,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2018,39.3,
ESTAT:EDAT_LFS_9903$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,PC,T,ED5-8,Y15-64,UK,2019,40.6,
