DATAFLOW,LAST UPDATE,freq,unit,lev_limit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,HU,2020,13.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2011,22.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2012,23.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2013,24.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2014,25.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2015,23.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2016,20.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2017,19.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2018,15.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IE,2019,18.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2011,24.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2012,19.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2013,24.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2014,22.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2015,18.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2016,19.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2017,14.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IS,2018,9.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2011,13.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2012,12.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2013,14.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2014,14.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2015,15.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2016,10.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2017,5.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2018,6.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,IT,2019,6.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2011,12.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2012,13.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2013,10.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2014,9.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2015,9.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2016,10.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2017,10.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2018,10.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2019,10.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LT,2020,8.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2011,4.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2012,5.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2013,6.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2014,7.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2015,5.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2016,9.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2017,4.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LU,2020,6.0,b
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2011,21.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2012,23.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2013,21.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2014,19.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2015,18.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2016,14.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2017,14.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2018,13.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2019,10.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,LV,2020,9.8,p
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2013,29.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2014,52.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2015,42.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2016,37.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2017,33.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2018,35.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,ME,2019,39.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2011,41.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2012,44.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2013,42.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2014,39.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2015,39.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2016,41.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2017,41.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2018,44.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MK,2019,39.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2011,7.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2012,11.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2013,11.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2014,13.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2015,13.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2016,11.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2017,9.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2018,10.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2019,12.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,MT,2020,8.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2011,6.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2012,5.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2013,6.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2014,8.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2015,5.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2016,7.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2017,6.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2018,5.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2019,5.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NL,2020,4.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2011,10.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2012,13.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2013,9.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2014,8.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2015,11.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2016,8.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2017,9.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2018,9.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2019,11.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,NO,2020,10.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2011,15.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2012,16.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2013,15.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2014,17.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2015,12.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2016,13.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2017,12.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2018,9.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2019,9.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PL,2020,7.1,p
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2011,9.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2012,8.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2013,9.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2014,10.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2015,10.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2016,9.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2017,8.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2018,7.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2019,6.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,PT,2020,6.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2011,29.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2012,32.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2013,32.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2014,24.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2015,22.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2016,23.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2017,20.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2018,20.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2019,18.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RO,2020,16.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2013,37.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2014,43.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2015,39.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2016,36.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2017,23.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2018,32.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2019,29.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,RS,2020,30.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2011,9.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2012,11.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2013,11.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2014,11.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2015,10.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2016,13.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2017,10.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2018,9.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2019,8.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SE,2020,10.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2011,19.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2012,22.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2013,21.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2014,24.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2015,20.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2016,20.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2017,17.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2018,15.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2019,14.9,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SI,2020,13.6,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2011,8.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2012,7.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2013,8.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2014,8.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2015,8.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2016,7.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2017,7.8,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2018,10.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2019,10.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,SK,2020,7.3,p
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2011,52.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2012,51.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2013,48.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2014,43.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2015,41.4,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2016,37.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2017,33.7,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2018,31.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2019,35.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,TR,2020,30.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2011,10.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2012,5.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2013,4.3,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2014,13.2,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2015,12.0,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2016,11.1,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2017,10.6,b
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,UK,2018,11.5,
ESTAT:HLTH_DM050(1.0),19/11/21 23:00:00,A,PC,SM_SEV,Y_GE16,T,XK,2018,59.7,
