DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2014,3.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2015,4.3,b
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2016,4.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2017,3.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2018,3.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2019,3.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LU,2020,4.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2010,12.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2011,10.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2012,10.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2013,7.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2014,7.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2015,6.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2016,6.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2017,6.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2018,5.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2019,4.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,LV,2020,5.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2011,10.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2012,10.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2013,10.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2014,10.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2015,10.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2016,10.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2017,9.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2018,9.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2019,9.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,ME,2020,10.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2010,18.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2011,18.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2012,18.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2013,17.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2014,16.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2015,15.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2016,13.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2017,13.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2018,12.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2019,10.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MK,2020,9.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2010,3.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2011,3.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2012,3.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2013,3.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2014,3.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2015,3.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2016,2.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2017,2.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2018,2.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2019,2.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,MT,2020,2.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2010,3.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2011,3.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2012,4.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2013,5.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2014,5.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2015,4.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2016,4.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2017,3.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2018,2.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2019,2.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NL,2020,2.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2010,2.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2011,2.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2012,2.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2013,2.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2014,2.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2015,3.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2016,3.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2017,2.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2018,2.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2019,2.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,NO,2020,3.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2010,5.8,b
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2011,5.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2012,6.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2013,6.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2014,5.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2015,4.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2016,3.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2017,3.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2018,2.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2019,2.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PL,2020,1.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2010,8.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2011,8.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2012,10.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2013,10.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2014,9.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2015,8.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2016,7.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2017,5.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2018,4.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2019,4.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,PT,2020,4.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2010,4.2,b
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2011,4.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2012,4.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2013,4.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2014,4.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2015,4.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2016,3.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2017,3.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2018,2.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2019,2.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RO,2020,3.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2014,11.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2015,10.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2016,9.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2017,8.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2018,7.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2019,6.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,RS,2020,5.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2010,6.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2011,5.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2012,5.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2013,5.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2014,5.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2015,5.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2016,5.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2017,4.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2018,4.6,b
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2019,5.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SE,2020,6.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2010,4.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2011,5.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2012,5.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2013,6.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2014,6.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2015,5.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2016,5.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2017,4.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2018,3.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2019,2.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SI,2020,3.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2010,9.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2011,8.5,b
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2012,8.8,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2013,9.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2014,8.4,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2015,7.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2016,6.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2017,5.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2018,4.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2019,3.7,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,SK,2020,4.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2010,5.3,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2011,4.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2012,4.2,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2013,4.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2014,5.2,b
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2015,5.5,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2016,5.9,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2017,6.0,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2018,6.1,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2019,7.6,
ESTAT:UNE_RT_A(1.0),14/11/21 23:00:00,A,Y15-74,PC_POP,T,TR,2020,6.8,
