DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,CZ,2015,458.66,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,CZ,2016,492.70,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,CZ,2017,483.39,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,CZ,2018,471.01,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,CZ,2019,452.83,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,CZ,2020,413.10,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2008,211.33,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2009,206.35,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2010,201.83,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2011,203.00,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2012,198.81,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2013,191.11,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2014,181.41,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DE,2015,179.46,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2009,167.11,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2010,176.52,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2011,176.67,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2012,176.28,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2013,182.57,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2014,156.65,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2015,141.26,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2016,144.76,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2017,144.80,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2018,153.19,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2019,162.55,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,DK,2020,172.37,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2008,654.15,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2009,709.33,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2010,649.43,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2011,698.34,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2012,637.24,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2013,598.26,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2015,541.19,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2016,546.96,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2017,523.96,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2018,507.90,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2019,476.83,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EE,2020,460.35,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2008,246.10,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2009,231.65,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2010,251.43,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2011,254.37,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2012,255.77,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2013,265.03,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2014,258.96,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2015,212.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2016,211.79,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2017,222.24,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2018,237.47,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2019,244.08,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,EL,2020,254.06,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2008,366.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2009,374.99,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2010,352.13,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2011,336.21,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2012,323.63,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2013,318.15,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2014,312.74,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2015,297.44,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2016,288.35,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2017,290.64,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2018,289.53,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2019,285.18,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ES,2020,267.98,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2008,158.01,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2009,158.16,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2010,147.20,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2011,142.42,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2012,142.86,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2013,142.50,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2014,131.92,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2015,131.54,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2016,132.29,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2017,127.37,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2018,123.61,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2019,121.72,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FI,2020,111.78,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2009,244.72,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2010,241.88,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2011,257.04,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2012,263.18,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2013,264.12,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2014,259.70,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2015,259.17,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2016,264.36,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2017,265.65,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2018,268.69,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2019,269.69,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,FR,2020,238.57,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2010,294.70,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2011,288.48,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2012,270.02,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2013,246.90,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2014,216.52,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2015,190.03,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2016,179.80,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2017,183.88,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2018,186.51,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2019,208.29,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HR,2020,204.51,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2008,353.01,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2009,365.41,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2010,386.31,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2011,404.76,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2012,405.35,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2013,420.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2014,423.18,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2015,416.15,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2016,422.08,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2017,417.37,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2018,415.84,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2019,400.31,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,HU,2020,401.92,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2008,198.13,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2009,218.87,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2010,211.31,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2011,212.21,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2012,212.93,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2013,214.72,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2014,184.70,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2015,181.53,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IE,2016,171.43,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2008,107.53,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2009,117.45,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2010,139.25,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2011,117.71,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2012,116.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2013,119.05,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2014,128.49,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2015,109.21,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2016,87.67,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2017,98.53,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2018,95.56,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2019,104.81,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IS,2020,92.98,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2008,239.02,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2009,265.14,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2010,277.08,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2011,272.20,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2012,266.62,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2013,252.10,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2014,211.59,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2015,205.96,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2016,215.47,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2017,226.72,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2018,234.13,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2019,240.08,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,IT,2020,211.24,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2008,535.11,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2009,1241.05,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2010,535.62,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2011,573.11,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2012,450.88,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2013,531.48,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2014,387.11,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2015,368.95,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2016,502.10,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2017,511.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2018,464.41,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2019,299.36,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LI,2020,409.71,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2008,643.74,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2009,702.49,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2010,750.53,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2011,842.59,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2012,836.16,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2013,802.27,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2014,754.94,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2015,647.46,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2016,605.04,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2017,592.00,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2018,589.98,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2019,558.95,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LT,2020,490.16,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2008,390.67,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2009,351.66,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2010,341.28,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2011,298.71,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2012,307.99,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2013,299.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2014,280.32,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2015,289.85,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2016,118.18,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2017,284.67,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2018,256.88,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2019,242.74,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LU,2020,210.25,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2008,743.63,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2009,819.06,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2010,804.78,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2011,795.77,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2012,748.22,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2013,633.75,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2014,601.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2015,547.88,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2016,532.39,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2017,490.85,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2018,455.71,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2019,448.80,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,LV,2020,424.26,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2009,638.89,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2010,621.11,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2011,556.30,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2012,558.44,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2013,448.35,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2014,464.87,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2015,510.08,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2016,468.55,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2017,469.22,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2018,494.50,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2019,444.97,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,ME,2020,343.67,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,MK,2009,274.10,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,MK,2010,271.84,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,MK,2011,270.21,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,MK,2016,387.14,
ESTAT:CRIM_PRIS_AGE(1.0),08/06/22 11:00:00,A,ADULT,M,P_HTHAB,MK,2017,332.28,
